t,x,y,z
6667,6,-1,-1
6668,6,-1,-1
6669,6,-1,-1
6670,13,-15,1
6671,13,-15,1
6672,13,-15,1
6673,13,-15,1
6674,13,-15,1
6675,13,-15,1
6676,8,-19,1
6677,8,-19,1
6678,8,-19,1
6679,8,-19,1
6680,8,-19,1
6681,8,-19,1
6682,4,-16,7
6683,4,-16,7
6684,4,-16,7
6685,4,-16,7
6686,4,-16,7
6687,4,-16,7
6688,7,-6,3
6689,7,-6,3
6690,7,-6,3
6691,7,-6,3
6692,7,-6,3
6693,7,-6,3
6694,5,-3,-3
6695,5,-3,-3
6696,5,-3,-3
6697,5,-3,-3
6698,5,-3,-3
6699,5,-3,-3
6700,5,-3,-2
6701,9,5,-2
6702,9,5,-2
6703,9,5,-2
6704,9,5,-2
6705,9,5,-2
6706,9,5,-2
6707,11,16,-4
6708,11,16,-4
6709,11,16,-4
6710,11,16,-4
6711,11,16,-4
6712,11,16,-4
6713,1,14,-2
6714,1,14,-2
6715,1,14,-2
6716,1,14,-2
6717,1,14,-2
6718,1,14,-2
6719,7,1,-2
6720,7,1,-2
6721,7,1,-2
6722,7,1,-2
6723,7,1,-2
6724,7,1,-2
6725,16,-11,0
6726,16,-11,0
6727,16,-11,0
6728,16,-11,0
6729,16,-11,0
6730,16,-11,0
6731,7,-10,-2
6732,7,-10,-2
6733,7,-10,-2
6734,7,-10,-2
6735,7,-10,-2
6736,7,-10,-2
6737,8,-11,0
6738,8,-11,0
6739,8,-11,0
6740,8,-11,0
6741,8,-11,0
6742,8,-11,0
6743,5,-7,3
6744,5,-7,3
6745,5,-7,3
6746,5,-7,3
6747,5,-7,3
6748,5,-7,3
6749,2,2,-2
6750,2,2,-2
6751,2,2,-2
6752,2,2,-2
6753,2,2,-2
6754,2,2,-2
6755,2,2,-2
6756,6,7,1
6757,6,7,1
6758,6,7,1
6759,6,7,1
6760,6,7,1
6761,6,7,1
6762,9,14,-1
6763,9,14,-1
6764,9,14,-1
6765,9,14,-1
6766,9,14,-1
6767,9,14,-1
6768,9,14,-2
6769,9,16,-2
6770,9,16,-2
6771,9,16,-2
6772,9,16,-2
6773,9,16,-2
6774,9,16,-2
6775,5,9,-5
6776,5,9,-5
6777,5,9,-5
6778,5,9,-5
6779,5,9,-5
6780,5,9,-5
6781,8,0,-1
6782,8,0,-1
6783,8,0,-1
6784,8,0,-1
6785,8,0,-1
6786,8,0,-1
6787,8,-7,-4
6788,8,-7,-4
6789,8,-7,-4
6790,8,-7,-4
6791,8,-7,-4
6792,8,-7,-4
6793,8,-7,-1
6794,3,-13,-1
6795,3,-13,-1
6796,3,-13,-1
6797,3,-13,-1
6798,3,-13,-1
6799,2,-14,3
6800,2,-14,3
6801,2,-14,3
6802,2,-14,3
6803,2,-14,3
6804,2,-14,3
6805,2,-12,-1
6806,7,-12,-1
6807,7,-12,-1
6808,7,-12,-1
6809,7,-12,-1
6810,7,-12,-1
6811,6,-3,-2
6812,6,-3,-2
6813,6,-3,-2
6814,6,-3,-2
6815,6,-3,-2
6816,6,-3,-2
6817,11,2,-1
6818,11,2,-1
6819,11,2,-1
6820,11,2,-1
6821,11,2,-1
6822,11,2,-1
6823,11,8,-3
6824,8,8,-3
6825,8,8,-3
6826,8,8,-3
6827,8,8,-3
6828,8,8,-3
6829,8,8,-3
6830,7,0,-4
6831,7,0,-4
6832,7,0,-4
6833,7,0,-4
6834,7,0,-4
6835,7,0,-4
6836,6,2,0
6837,6,2,0
6838,6,2,0
6839,6,2,0
6840,6,2,0
6841,6,2,0
6842,6,2,0
6843,8,-6,-2
6844,8,-6,-2
6845,8,-6,-2
6846,8,-6,-2
6847,8,-6,-2
6848,8,-6,-2
6849,10,-3,-2
6850,10,-3,-2
6851,10,-3,-2
6852,10,-3,-2
6853,10,-3,-2
6854,10,-3,-2
6855,11,1,0
6856,11,1,0
6857,11,1,0
6858,11,1,0
6859,11,1,0
6860,11,1,0
6861,8,11,-2
6862,8,11,-2
6863,8,11,-2
6864,8,11,-2
6865,8,11,-2
6866,8,11,-2
6867,9,11,-2
6868,9,11,-2
6869,9,11,-2
6870,9,11,-2
6871,9,11,-2
6872,9,11,-2
6873,9,11,1
6874,9,3,1
6875,9,3,1
6876,9,3,1
6877,9,3,1
6878,9,3,1
6879,9,3,1
6880,2,-1,0
6881,2,-1,0
6882,2,-1,0
6883,2,-1,0
6884,2,-1,0
6885,2,-1,0
6886,2,-1,0
6887,7,-1,1
6888,7,-1,1
6889,7,-1,1
6890,7,-1,1
6891,7,-1,1
6892,7,-1,1
6893,2,-3,1
6894,2,-3,1
6895,2,-3,1
6896,2,-3,1
6897,2,-3,1
6898,2,-3,1
6899,2,5,-2
6900,6,5,-2
6901,6,5,-2
6902,6,5,-2
6903,6,5,-2
6904,6,5,-2
6905,6,5,-2
6906,6,17,-5
6907,6,17,-5
6908,6,17,-5
6909,6,17,-5
6910,6,17,-5
6911,6,17,-5
6912,5,30,-6
6913,5,30,-6
6914,5,30,-6
6915,5,30,-6
6916,5,30,-6
6917,5,30,-6
6918,14,42,-7
6919,14,42,-7
6920,14,42,-7
6921,14,42,-7
6922,14,42,-7
6923,14,42,-7
6924,10,56,-22
6925,10,56,-22
6926,10,56,-22
6927,10,56,-22
6928,10,56,-22
6929,10,56,-48
6930,11,63,-48
6931,11,63,-48
6932,11,63,-48
6933,11,63,-48
6934,11,63,-48
6935,8,99,-73
6936,8,99,-73
6937,8,99,-73
6938,8,99,-73
6939,8,99,-73
6940,8,99,-73
6941,-9,181,-94
6942,-9,181,-94
6943,-9,181,-94
6944,-9,181,-94
6945,-9,181,-94
6946,-70,218,-104
6947,-70,218,-104
6948,-70,218,-104
6949,-70,218,-104
6950,-70,218,-104
6951,-190,231,-61
6952,-190,231,-61
6953,-190,231,-61
6954,-190,231,-61
6955,-190,231,-61
6956,-321,294,-23
6957,-321,294,-23
6958,-321,294,-23
6959,-321,294,-23
6960,-321,294,-23
6961,-472,363,9
6962,-472,363,9
6963,-472,363,9
6964,-472,363,9
6965,-472,363,9
6966,-657,368,66
6967,-657,368,66
6968,-657,368,66
6969,-657,368,66
6970,-657,368,66
6971,-844,312,162
6972,-844,312,162
6973,-844,312,162
6974,-844,312,162
6975,-844,312,162
6976,-988,255,265
6977,-988,255,265
6978,-988,255,265
6979,-988,255,265
6980,-988,255,265
6981,-1064,220,306
6982,-1064,220,306
6983,-1064,220,306
6984,-1064,220,306
6985,-1064,220,306
6986,-1094,238,293
6987,-1094,238,293
6988,-1094,238,293
6989,-1094,238,293
6990,-1094,238,293
6991,-1119,252,248
6992,-1119,252,248
6993,-1119,252,248
6994,-1119,252,248
6995,-1202,240,229
6996,-1202,240,229
6997,-1202,240,229
6998,-1202,240,229
6999,-1202,240,229
7000,-1397,321,260
7001,-1397,321,260
7002,-1397,321,260
7003,-1397,321,260
7004,-1397,321,260
7005,-1725,412,357
7006,-1725,412,357
7007,-1725,412,357
7008,-1725,412,357
7009,-1725,412,579
7010,-2145,531,579
7011,-2145,531,579
7012,-2145,531,579
7013,-2145,531,579
7014,-2590,681,796
7015,-2590,681,796
7016,-2590,681,796
7017,-2590,681,796
7018,-2590,681,796
7019,-2964,691,731
7020,-2964,691,731
7021,-2964,691,731
7022,-2964,691,731
7023,-2964,691,731
7024,-3187,654,450
7025,-3187,654,450
7026,-3187,654,450
7027,-3187,654,450
7028,-3252,721,360
7029,-3252,721,360
7030,-3252,721,360
7031,-3252,721,360
7032,-3252,721,360
7033,-3225,877,521
7034,-3225,877,521
7035,-3225,877,521
7036,-3225,877,521
7037,-3225,877,521
7038,-3231,1112,701
7039,-3231,1112,701
7040,-3231,1112,701
7041,-3231,1112,701
7042,-3313,1249,870
7043,-3313,1249,870
7044,-3313,1249,870
7045,-3313,1249,870
7046,-3313,1249,870
7047,-3420,1314,1064
7048,-3420,1314,1064
7049,-3420,1314,1064
7050,-3420,1314,1064
7051,-3465,1366,1135
7052,-3465,1366,1135
7053,-3465,1366,1135
7054,-3465,1366,1135
7055,-3465,1366,1135
7056,-3419,1496,894
7057,-3419,1496,894
7058,-3419,1496,894
7059,-3419,1496,894
7060,-3311,1583,496
7061,-3311,1583,496
7062,-3311,1583,496
7063,-3311,1583,496
7064,-3311,1583,496
7065,-3285,1507,250
7066,-3285,1507,250
7067,-3285,1507,250
7068,-3285,1507,250
7069,-3409,1475,181
7070,-3409,1475,181
7071,-3409,1475,181
7072,-3409,1475,181
7073,-3409,1475,181
7074,-3617,1406,103
7075,-3617,1406,103
7076,-3617,1406,103
7077,-3617,1406,103
7078,-3617,1300,-12
7079,-3745,1300,-12
7080,-3745,1300,-12
7081,-3745,1300,-12
7082,-3745,1300,-12
7083,-3697,1238,-41
7084,-3697,1238,-41
7085,-3697,1238,-41
7086,-3697,1238,-41
7087,-3697,1238,12
7088,-3485,1240,12
7089,-3485,1240,12
7090,-3485,1240,12
7091,-3485,1240,12
7092,-3203,1325,51
7093,-3203,1325,51
7094,-3203,1325,51
7095,-3203,1325,51
7096,-3203,1325,51
7097,-2890,1381,88
7098,-2890,1381,88
7099,-2890,1381,88
7100,-2890,1381,88
7101,-2890,1381,88
7102,-2612,1373,125
7103,-2612,1373,125
7104,-2612,1373,125
7105,-2612,1373,125
7106,-2464,1309,106
7107,-2464,1309,106
7108,-2464,1309,106
7109,-2464,1309,106
7110,-2464,1309,106
7111,-2469,1252,57
7112,-2469,1252,57
7113,-2469,1252,57
7114,-2469,1252,57
7115,-2469,1252,26
7116,-2509,1234,26
7117,-2509,1234,26
7118,-2509,1234,26
7119,-2509,1234,26
7120,-2508,1196,35
7121,-2508,1196,35
7122,-2508,1196,35
7123,-2508,1196,35
7124,-2508,1196,35
7125,-2469,1105,38
7126,-2469,1105,38
7127,-2469,1105,38
7128,-2469,1105,38
7129,-2469,1105,38
7130,-2402,958,-8
7131,-2402,958,-8
7132,-2402,958,-8
7133,-2402,958,-8
7134,-2402,958,-85
7135,-2314,794,-85
7136,-2314,794,-85
7137,-2314,794,-85
7138,-2314,794,-85
7139,-2191,638,-191
7140,-2191,638,-191
7141,-2191,638,-191
7142,-2191,638,-191
7143,-2191,638,-191
7144,-2036,509,-285
7145,-2036,509,-285
7146,-2036,509,-285
7147,-2036,509,-285
7148,-1897,401,-318
7149,-1897,401,-318
7150,-1897,401,-318
7151,-1897,401,-318
7152,-1897,401,-318
7153,-1808,342,-282
7154,-1808,342,-282
7155,-1808,342,-282
7156,-1808,342,-282
7157,-1808,336,-212
7158,-1780,336,-212
7159,-1780,336,-212
7160,-1780,336,-212
7161,-1780,336,-212
7162,-1773,401,-109
7163,-1773,401,-109
7164,-1773,401,-109
7165,-1773,401,-109
7166,-1773,401,11
7167,-1761,489,11
7168,-1761,489,11
7169,-1761,489,11
7170,-1761,489,11
7171,-1761,506,140
7172,-1763,506,140
7173,-1763,506,140
7174,-1763,506,140
7175,-1763,506,140
7176,-1713,468,274
7177,-1713,468,274
7178,-1713,468,274
7179,-1713,468,274
7180,-1713,468,274
7181,-1538,449,383
7182,-1538,449,383
7183,-1538,449,383
7184,-1538,449,383
7185,-1538,449,383
7186,-1287,420,430
7187,-1287,420,430
7188,-1287,420,430
7189,-1287,420,430
7190,-1046,399,449
7191,-1046,399,449
7192,-1046,399,449
7193,-1046,399,449
7194,-1046,399,449
7195,-936,416,439
7196,-936,416,439
7197,-936,416,439
7198,-936,416,439
7199,-936,416,439
7200,-1022,490,373
7201,-1022,490,373
7202,-1022,490,373
7203,-1022,490,373
7204,-1022,490,373
7205,-1262,623,305
7206,-1262,623,305
7207,-1262,623,305
7208,-1262,623,305
7209,-1558,694,230
7210,-1558,694,230
7211,-1558,694,230
7212,-1558,694,230
7213,-1558,694,230
7214,-1778,628,142
7215,-1778,628,142
7216,-1778,628,142
7217,-1778,628,142
7218,-1778,628,142
7219,-1797,484,83
7220,-1797,484,83
7221,-1797,484,83
7222,-1797,484,83
7223,-1797,484,83
7224,-1592,334,32
7225,-1592,334,32
7226,-1592,334,32
7227,-1592,334,32
7228,-1592,334,-224
7229,-1227,217,-33
7230,-1227,217,-33
7231,-1227,217,-33
7232,-1227,217,-33
7233,-817,118,-96
7234,-817,118,-96
7235,-817,118,-96
7236,-817,118,-96
7237,-817,118,-96
7238,-489,-25,-174
7239,-489,-25,-174
7240,-489,-25,-174
7241,-489,-25,-174
7242,-489,-25,-174
7243,-383,-236,-222
7244,-383,-236,-222
7245,-383,-236,-222
7246,-383,-236,-222
7247,-639,-317,-205
7248,-537,-317,-205
7249,-537,-317,-205
7250,-537,-317,-205
7251,-537,-317,-205
7252,-830,-189,-141
7253,-830,-189,-141
7254,-830,-189,-141
7255,-830,-189,-141
7256,-830,-189,-69
7257,-1110,20,-69
7258,-1110,20,-69
7259,-1110,20,-69
7260,-1110,20,-69
7261,-1240,228,3
7262,-1240,228,3
7263,-1240,228,3
7264,-1240,228,3
7265,-1240,228,3
7266,-1240,228,81
7267,-1148,358,81
7268,-1148,358,81
7269,-1148,358,81
7270,-1148,358,81
7271,-857,397,140
7272,-857,397,140
7273,-857,397,140
7274,-857,397,140
7275,-857,397,140
7276,-481,355,152
7277,-481,355,152
7278,-481,355,152
7279,-481,355,152
7280,-481,355,152
7281,-169,293,97
7282,-169,293,97
7283,-169,293,97
7284,-169,293,97
7285,-169,293,97
7286,-68,212,11
7287,-68,212,11
7288,-68,212,11
7289,-68,212,11
7290,-68,212,11
7291,-68,212,-245
7292,-203,142,-77
7293,-203,142,-77
7294,-203,142,-77
7295,-203,142,-77
7296,-203,142,-161
7297,-464,145,-161
7298,-464,145,-161
7299,-464,145,-161
7300,-464,145,-161
7301,-727,131,-273
7302,-727,131,-273
7303,-727,131,-273
7304,-727,131,-273
7305,-727,131,-273
7306,-871,100,-388
7307,-871,100,-388
7308,-871,100,-388
7309,-871,100,-388
7310,-871,100,-388
7311,-846,158,-359
7312,-846,158,-359
7313,-846,158,-359
7314,-846,158,-359
7315,-612,279,-181
7316,-612,279,-181
7317,-612,279,-181
7318,-612,279,-181
7319,-612,279,-181
7320,-260,391,35
7321,-260,391,35
7322,-260,391,35
7323,-260,391,35
7324,-260,391,35
7325,93,451,179
7326,93,451,179
7327,93,451,179
7328,93,451,179
7329,93,451,179
7330,93,495,197
7331,314,495,197
7332,314,495,197
7333,314,495,197
7334,314,495,197
7335,314,495,197
7336,382,527,103
7337,382,527,103
7338,382,527,103
7339,382,527,103
7340,382,527,103
7341,289,583,10
7342,289,583,10
7343,289,583,10
7344,289,583,10
7345,289,583,10
7346,112,647,-58
7347,112,647,-58
7348,112,647,-58
7349,112,647,-58
7350,112,647,-58
7351,-44,720,-143
7352,-44,720,-143
7353,-44,720,-143
7354,-44,720,-143
7355,-44,720,-143
7356,-104,713,-218
7357,-104,713,-218
7358,-104,713,-218
7359,-104,713,-218
7360,-104,713,-218
7361,-48,578,-285
7362,-48,578,-285
7363,-48,578,-285
7364,-48,578,-285
7365,-48,578,-285
7366,80,361,-339
7367,80,361,-339
7368,80,361,-339
7369,80,361,-339
7370,80,361,-339
7371,221,93,-411
7372,221,93,-411
7373,221,93,-411
7374,221,93,-411
7375,221,93,-411
7376,324,-242,-549
7377,324,-242,-549
7378,324,-242,-549
7379,324,-242,-549
7380,324,-242,-549
7381,317,-562,-668
7382,317,-562,-668
7383,317,-562,-668
7384,317,-562,-668
7385,168,-745,-713
7386,168,-745,-713
7387,168,-745,-713
7388,168,-745,-713
7389,168,-745,-713
7390,-70,-753,-736
7391,-70,-753,-736
7392,-70,-753,-736
7393,-70,-753,-736
7394,-70,-753,-736
7395,-271,-644,-775
7396,-271,-644,-775
7397,-271,-644,-775
7398,-271,-644,-775
7399,-351,-412,-769
7400,-351,-412,-769
7401,-351,-412,-769
7402,-351,-412,-769
7403,-351,-412,-769
7404,-288,-154,-677
7405,-288,-154,-677
7406,-288,-154,-677
7407,-288,-154,-677
7408,-106,-12,-517
7409,-106,-12,-517
7410,-106,-12,-517
7411,-106,-12,-517
7412,-106,-12,-517
7413,146,-56,-424
7414,146,-56,-424
7415,146,-56,-424
7416,146,-56,-424
7417,146,-56,-424
7418,383,-174,-417
7419,383,-174,-417
7420,383,-174,-417
7421,383,-174,-417
7422,383,-174,-417
7423,518,-297,-419
7424,518,-297,-419
7425,518,-297,-419
7426,518,-297,-419
7427,518,-297,-396
7428,487,-361,-396
7429,487,-361,-396
7430,487,-361,-396
7431,487,-361,-396
7432,320,-337,-358
7433,320,-337,-358
7434,320,-337,-358
7435,320,-337,-358
7436,320,-337,-358
7437,137,-272,-341
7438,137,-272,-341
7439,137,-272,-341
7440,137,-272,-341
7441,137,-272,-341
7442,56,-218,-376
7443,56,-218,-376
7444,56,-218,-376
7445,56,-218,-376
7446,56,-218,-442
7447,134,-190,-442
7448,134,-190,-442
7449,134,-190,-442
7450,134,-190,-442
7451,302,-173,-475
7452,302,-173,-475
7453,302,-173,-475
7454,302,-173,-475
7455,302,-173,-475
7456,385,-151,-415
7457,385,-151,-415
7458,385,-151,-415
7459,385,-151,-415
7460,385,-151,-415
7461,247,-62,-276
7462,247,-62,-276
7463,247,-62,-276
7464,247,-62,-276
7465,247,-62,-146
7466,-24,60,-146
7467,-24,60,-146
7468,-24,60,-146
7469,-24,60,-146
7470,-24,60,-146
7471,-242,173,-58
7472,-242,173,-58
7473,-242,173,-58
7474,-242,173,-58
7475,-242,173,-60
7476,-244,210,-60
7477,-244,210,-60
7478,-244,210,-60
7479,-244,210,-60
7480,12,188,-116
7481,-64,188,-116
7482,-64,188,-116
7483,-64,188,-116
7484,-64,188,-116
7485,173,141,-178
7486,173,141,-178
7487,173,141,-178
7488,173,141,-178
7489,173,141,-178
7490,362,92,-272
7491,362,92,-272
7492,362,92,-272
7493,362,92,-272
7494,362,92,-272
7495,469,8,-378
7496,469,8,-378
7497,469,8,-378
7498,469,8,-378
7499,469,8,-378
7500,469,8,-378
7501,477,-93,-492
7502,477,-93,-492
7503,477,-93,-492
7504,477,-93,-492
7505,477,-93,-492
7506,377,-154,-564
7507,377,-154,-564
7508,377,-154,-564
7509,377,-154,-564
7510,223,-199,-583
7511,223,-199,-583
7512,223,-199,-583
7513,223,-199,-583
7514,223,-199,-583
7515,98,-143,-595
7516,98,-143,-595
7517,98,-143,-595
7518,98,-143,-595
7519,98,-143,-595
7520,68,12,-580
7521,68,12,-580
7522,68,12,-580
7523,68,12,-580
7524,68,12,-580
7525,144,160,-482
7526,144,160,-482
7527,144,160,-482
7528,144,160,-482
7529,144,160,-482
7530,257,189,-311
7531,257,189,-311
7532,257,189,-311
7533,257,189,-311
7534,257,189,-311
7535,349,106,-134
7536,349,106,-134
7537,349,106,-134
7538,349,106,-134
7539,349,106,-134
7540,399,26,21
7541,399,26,21
7542,399,26,21
7543,399,26,21
7544,399,26,21
7545,399,26,129
7546,429,-4,129
7547,429,-4,129
7548,429,-4,129
7549,429,-4,129
7550,429,-4,129
7551,446,-17,175
7552,446,-17,175
7553,446,-17,175
7554,446,-17,175
7555,446,-17,175
7556,442,-3,179
7557,442,-3,179
7558,442,-3,179
7559,442,-3,179
7560,442,-3,179
7561,408,58,217
7562,408,58,217
7563,408,58,217
7564,408,58,217
7565,408,58,217
7566,408,58,318
7567,361,145,318
7568,361,145,318
7569,361,145,318
7570,361,145,318
7571,361,145,318
7572,319,236,423
7573,319,236,423
7574,319,236,423
7575,319,236,423
7576,319,236,423
7577,283,294,471
7578,283,294,471
7579,283,294,471
7580,283,294,471
7581,283,294,471
7582,230,305,455
7583,230,305,455
7584,230,305,455
7585,230,305,455
7586,230,305,455
7587,152,251,379
7588,152,251,379
7589,152,251,379
7590,152,251,379
7591,152,251,379
7592,58,135,287
7593,58,135,287
7594,58,135,287
7595,58,135,287
7596,58,135,287
7597,-14,0,206
7598,-14,0,206
7599,-14,0,206
7600,-14,0,206
7601,-14,0,206
7602,-14,0,206
7603,-24,-76,180
7604,-24,-76,180
7605,-24,-76,180
7606,-24,-76,180
7607,-24,-76,180
7608,26,-75,210
7609,26,-75,210
7610,26,-75,210
7611,26,-75,210
7612,26,-75,210
7613,108,-24,275
7614,108,-24,275
7615,108,-24,275
7616,108,-24,275
7617,108,-24,275
7618,108,-24,328
7619,175,67,328
7620,175,67,328
7621,175,67,328
7622,175,67,328
7623,175,67,328
7624,231,179,304
7625,231,179,304
7626,231,179,304
7627,231,179,304
7628,231,179,304
7629,304,212,242
7630,304,212,242
7631,304,212,242
7632,304,212,242
7633,304,212,242
7634,397,100,184
7635,397,100,184
7636,397,100,184
7637,397,100,184
7638,397,100,184
7639,459,-117,183
7640,459,-117,183
7641,459,-117,183
7642,459,-117,183
7643,459,-117,183
7644,467,-314,241
7645,467,-314,241
7646,467,-314,241
7647,467,-314,241
7648,467,-314,241
7649,461,-385,340
7650,461,-385,340
7651,461,-385,340
7652,461,-385,340
7653,461,-385,340
7654,484,-272,412
7655,484,-272,412
7656,484,-272,412
7657,484,-272,412
7658,484,-272,412
7659,565,-41,450
7660,565,-41,450
7661,565,-41,450
7662,565,-41,450
7663,565,-41,450
7664,695,163,487
7665,695,163,487
7666,695,163,487
7667,695,163,487
7668,695,163,487
7669,800,255,482
7670,800,255,482
7671,800,255,482
7672,800,255,482
7673,800,255,482
7674,877,220,447
7675,877,220,447
7676,877,220,447
7677,877,220,447
7678,877,220,447
7679,909,122,380
7680,909,122,380
7681,909,122,380
7682,909,122,380
7683,909,122,380
7684,901,-38,302
7685,901,-38,302
7686,901,-38,302
7687,901,-38,302
7688,901,-38,302
7689,817,-184,253
7690,817,-184,253
7691,817,-184,253
7692,817,-184,253
7693,817,-184,253
7694,593,-207,234
7695,593,-207,234
7696,593,-207,234
7697,593,-207,234
7698,593,-207,234
7699,327,-62,302
7700,327,-62,302
7701,327,-62,302
7702,327,-62,302
7703,327,-62,302
7704,114,215,407
7705,114,215,407
7706,114,215,407
7707,114,215,407
7708,114,215,407
7709,-34,468,508
7710,-34,468,508
7711,-34,468,508
7712,-34,468,508
7713,-34,468,508
7714,-65,617,576
7715,-65,617,576
7716,-65,617,576
7717,-65,617,576
7718,-65,617,576
7719,-65,617,608
7720,58,633,608
7721,58,633,608
7722,58,633,608
7723,58,633,608
7724,58,633,608
7725,263,576,639
7726,263,576,639
7727,263,576,639
7728,263,576,639
7729,263,576,639
7730,428,438,679
7731,428,438,679
7732,428,438,679
7733,428,438,679
7734,428,438,679
7735,411,300,706
7736,411,300,706
7737,411,300,706
7738,411,300,706
7739,411,300,706
7740,190,244,689
7741,190,244,689
7742,190,244,689
7743,190,244,689
7744,190,244,689
7745,-70,219,562
7746,-70,219,562
7747,-70,219,562
7748,-70,219,562
7749,-70,219,562
7750,-183,177,332
7751,-183,177,332
7752,-183,177,332
7753,-183,177,332
7754,-183,177,332
7755,-153,75,158
7756,-153,75,158
7757,-153,75,158
7758,-153,75,158
7759,-153,75,158
7760,-47,-19,159
7761,-47,-19,159
7762,-47,-19,159
7763,-47,-19,159
7764,-47,-19,159
7765,209,-90,218
7766,160,-90,218
7767,160,-90,218
7768,160,-90,218
7769,160,-90,218
7770,160,-90,264
7771,383,-187,264
7772,383,-187,264
7773,383,-187,264
7774,383,-187,264
7775,383,-443,250
7776,448,-241,250
7777,448,-241,250
7778,448,-241,250
7779,448,-241,250
7780,326,-195,124
7781,326,-195,124
7782,326,-195,124
7783,326,-195,124
7784,326,-195,124
7785,161,-123,-86
7786,161,-123,-86
7787,161,-123,-86
7788,161,-123,-86
7789,161,-123,-86
7790,64,-101,-268
7791,64,-101,-268
7792,64,-101,-268
7793,64,-101,-268
7794,64,-101,-268
7795,7,-127,-332
7796,7,-127,-332
7797,7,-127,-332
7798,7,-127,-332
7799,7,-127,-332
7800,-8,-205,-294
7801,-8,-205,-294
7802,-8,-205,-294
7803,-8,-205,-294
7804,-8,-205,-294
7805,55,-274,-230
7806,55,-274,-230
7807,55,-274,-230
7808,55,-274,-230
7809,55,-274,-230
7810,115,-300,-207
7811,115,-300,-207
7812,115,-300,-207
7813,115,-300,-207
7814,115,-300,-207
7815,56,-245,-206
7816,56,-245,-206
7817,56,-245,-206
7818,56,-245,-206
7819,56,-245,-240
7820,-54,-124,-240
7821,-54,-124,-240
7822,-54,-124,-240
7823,-54,-124,-240
7824,-132,-89,-345
7825,-132,-89,-345
7826,-132,-89,-345
7827,-132,-89,-345
7828,-132,-89,-345
7829,-152,-157,-475
7830,-152,-157,-475
7831,-152,-157,-475
7832,-152,-157,-475
7833,-152,-157,-731
7834,-146,-306,-549
7835,-146,-306,-549
7836,-146,-306,-549
7837,-146,-306,-549
7838,-124,-489,-547
7839,-124,-489,-547
7840,-124,-489,-547
7841,-124,-489,-547
7842,-124,-489,-547
7843,-75,-578,-517
7844,-75,-578,-517
7845,-75,-578,-517
7846,-75,-578,-517
7847,26,-483,-458
7848,26,-483,-458
7849,26,-483,-458
7850,26,-483,-458
7851,26,-483,-458
7852,156,-264,-386
7853,156,-264,-386
7854,156,-264,-386
7855,156,-264,-386
7856,156,-264,-386
7857,228,-2,-374
7858,228,-2,-374
7859,228,-2,-374
7860,228,-2,-374
7861,228,-2,-374
7862,212,233,-443
7863,212,233,-443
7864,212,233,-443
7865,212,233,-443
7866,212,233,-443
7867,132,288,-566
7868,132,288,-566
7869,132,288,-566
7870,132,288,-566
7871,132,288,-566
7872,45,78,-687
7873,45,78,-687
7874,45,78,-687
7875,45,78,-687
7876,45,78,-687
7877,12,-249,-683
7878,12,-249,-683
7879,12,-249,-683
7880,12,-249,-683
7881,12,-249,-683
7882,32,-466,-545
7883,32,-466,-545
7884,32,-466,-545
7885,32,-466,-545
7886,32,-466,-545
7887,133,-341,-264
7888,133,-341,-264
7889,133,-341,-264
7890,133,-341,-264
7891,133,-341,-264
7892,245,18,58
7893,245,18,58
7894,245,18,58
7895,245,18,58
7896,245,18,58
7897,300,333,226
7898,300,333,226
7899,300,333,226
7900,300,333,226
7901,300,333,226
7902,274,476,219
7903,274,476,219
7904,274,476,219
7905,274,476,219
7906,274,476,219
7907,209,389,38
7908,209,389,38
7909,209,389,38
7910,209,389,38
7911,209,389,38
7912,209,389,38
7913,156,64,-242
7914,156,64,-242
7915,156,64,-242
7916,156,64,-242
7917,156,64,-242
7918,198,-377,-445
7919,198,-377,-445
7920,198,-377,-445
7921,198,-377,-445
7922,198,-377,-472
7923,331,-676,-472
7924,331,-676,-472
7925,331,-676,-472
7926,331,-676,-472
7927,529,-645,-354
7928,529,-645,-354
7929,529,-645,-354
7930,529,-645,-354
7931,529,-645,-354
7932,764,-398,-139
7933,764,-398,-139
7934,764,-398,-139
7935,764,-398,-139
7936,764,-398,-139
7937,913,-116,35
7938,913,-116,35
7939,913,-116,35
7940,913,-116,35
7941,913,-116,35
7942,874,108,120
7943,874,108,120
7944,874,108,120
7945,874,108,120
7946,874,108,120
7947,703,232,123
7948,703,232,123
7949,703,232,123
7950,703,232,123
7951,703,232,123
7952,466,207,66
7953,466,207,66
7954,466,207,66
7955,466,207,66
7956,466,207,66
7957,243,67,-43
7958,243,67,-43
7959,243,67,-43
7960,243,67,-43
7961,243,67,-43
7962,243,67,-131
7963,94,-135,-131
7964,94,-135,-131
7965,94,-135,-131
7966,94,-135,-131
7967,94,-391,-161
7968,69,-331,-161
7969,69,-331,-161
7970,69,-331,-161
7971,69,-331,-161
7972,135,-433,-128
7973,135,-433,-128
7974,135,-433,-128
7975,135,-433,-128
7976,135,-433,-128
7977,274,-466,-50
7978,274,-466,-50
7979,274,-466,-50
7980,274,-466,-50
7981,274,-466,-50
7982,424,-485,31
7983,424,-485,31
7984,424,-485,31
7985,424,-485,31
7986,424,-485,31
7987,565,-438,135
7988,565,-438,135
7989,565,-438,135
7990,565,-438,135
7991,565,-438,135
7992,735,-360,249
7993,735,-360,249
7994,735,-360,249
7995,735,-360,249
