t,x,y,z
2737,-651,-104,339
2738,-651,-104,339
2739,-651,-104,339
2740,-651,-104,339
2741,-651,-104,411
2742,-772,-47,411
2743,-772,-47,411
2744,-772,-47,411
2745,-772,-47,411
2746,-1050,77,415
2747,-1050,77,415
2748,-1050,77,415
2749,-1050,77,415
2750,-1050,77,415
2751,-1409,244,419
2752,-1409,244,419
2753,-1409,244,419
2754,-1409,244,419
2755,-1409,244,419
2756,-1734,411,443
2757,-1734,411,443
2758,-1734,411,443
2759,-1734,411,443
2760,-1734,411,443
2761,-1928,472,463
2762,-1928,472,463
2763,-1928,472,463
2764,-1928,472,463
2765,-1928,472,405
2766,-1985,394,405
2767,-1985,394,405
2768,-1985,394,405
2769,-1985,394,405
2770,-1923,209,265
2771,-1923,209,265
2772,-1923,209,265
2773,-1923,209,265
2774,-1923,209,265
2775,-1756,87,186
2776,-1756,87,186
2777,-1756,87,186
2778,-1756,87,186
2779,-1756,87,186
2780,-1545,88,193
2781,-1545,88,193
2782,-1545,88,193
2783,-1545,88,193
2784,-1545,88,193
2785,-1439,107,208
2786,-1439,107,208
2787,-1439,107,208
2788,-1439,107,208
2789,-1439,61,196
2790,-1586,61,196
2791,-1586,61,196
2792,-1586,61,196
2793,-1586,61,196
2794,-1938,-43,174
2795,-1938,-43,174
2796,-1938,-43,174
2797,-1938,-43,174
2798,-1938,-43,174
2799,-2272,-124,181
2800,-2272,-124,181
2801,-2272,-124,181
2802,-2272,-124,181
2803,-2272,-124,181
2804,-2371,-164,262
2805,-2371,-164,262
2806,-2371,-164,262
2807,-2371,-164,262
2808,-2183,-133,365
2809,-2183,-133,365
2810,-2183,-133,365
2811,-2183,-133,365
2812,-2183,-133,365
2813,-1843,29,331
2814,-1843,29,331
2815,-1843,29,331
2816,-1843,29,331
2817,-1843,29,75
2818,-1543,228,109
2819,-1543,228,109
2820,-1543,228,109
2821,-1543,228,109
2822,-1472,440,-9
2823,-1472,440,-9
2824,-1472,440,-9
2825,-1472,440,-9
2826,-1472,440,-9
2827,-1702,574,65
2828,-1702,574,65
2829,-1702,574,65
2830,-1702,574,65
2831,-1702,574,65
2832,-2074,596,130
2833,-2074,596,130
2834,-2074,596,130
2835,-2074,596,130
2836,-2074,596,130
2837,-2399,535,95
2838,-2399,535,95
2839,-2399,535,95
2840,-2399,535,95
2841,-2399,535,95
2842,-2540,470,1
2843,-2540,470,1
2844,-2540,470,1
2845,-2540,470,1
2846,-2540,470,1
2847,-2474,421,-75
2848,-2474,421,-75
2849,-2474,421,-75
2850,-2474,421,-75
2851,-2474,421,-75
2852,-2342,403,-81
2853,-2342,403,-81
2854,-2342,403,-81
2855,-2342,403,-81
2856,-2210,466,-36
2857,-2210,466,-36
2858,-2210,466,-36
2859,-2210,466,-36
2860,-2210,466,-36
2861,-2249,601,64
2862,-2249,601,64
2863,-2249,601,64
2864,-2249,601,64
2865,-2249,601,64
2866,-2501,764,133
2867,-2501,764,133
2868,-2501,764,133
2869,-2501,764,133
2870,-2501,764,133
2871,-2783,938,130
2872,-2783,938,130
2873,-2783,938,130
2874,-2783,938,130
2875,-3295,1060,126
2876,-3059,1060,126
2877,-3059,1060,126
2878,-3059,1060,126
2879,-3059,1060,126
2880,-3236,1172,141
2881,-3236,1172,141
2882,-3236,1172,141
2883,-3236,1172,141
2884,-3236,1172,178
2885,-3218,1235,178
2886,-3218,1235,178
2887,-3218,1235,178
2888,-3218,1235,178
2889,-3045,1228,246
2890,-3045,1228,246
2891,-3045,1228,246
2892,-3045,1228,246
2893,-3045,1228,246
2894,-2859,1226,368
2895,-2859,1226,368
2896,-2859,1226,368
2897,-2859,1226,368
2898,-2786,1261,485
2899,-2786,1261,485
2900,-2786,1261,485
2901,-2786,1261,485
2902,-2786,1261,485
2903,-2869,1285,494
2904,-2869,1285,494
2905,-2869,1285,494
2906,-2869,1285,494
2907,-2960,1308,452
2908,-2960,1308,452
2909,-2960,1308,452
2910,-2960,1308,452
2911,-2960,1308,452
2912,-3059,1294,429
2913,-3059,1294,429
2914,-3059,1294,429
2915,-3059,1294,429
2916,-3238,1239,451
2917,-3238,1239,451
2918,-3238,1239,451
2919,-3238,1239,451
2920,-3238,1239,451
2921,-3395,1200,458
2922,-3395,1200,458
2923,-3395,1200,458
2924,-3395,1200,458
2925,-3395,1200,421
2926,-3381,1239,421
2927,-3381,1239,421
2928,-3381,1239,421
2929,-3381,1239,421
2930,-3160,1303,410
2931,-3160,1303,410
2932,-3160,1303,410
2933,-3160,1303,410
2934,-3160,1303,410
2935,-2883,1320,482
2936,-2883,1320,482
2937,-2883,1320,482
2938,-2883,1320,482
2939,-2707,1298,572
2940,-2707,1298,572
2941,-2707,1298,572
2942,-2707,1298,572
2943,-2707,1298,572
2944,-2614,1295,628
2945,-2614,1295,628
2946,-2614,1295,628
2947,-2614,1295,628
2948,-2597,1318,639
2949,-2597,1318,639
2950,-2597,1318,639
2951,-2597,1318,639
2952,-2597,1318,639
2953,-2630,1314,599
2954,-2630,1314,599
2955,-2630,1314,599
2956,-2630,1314,599
2957,-2702,1266,519
2958,-2702,1266,519
2959,-2702,1266,519
2960,-2702,1266,519
2961,-2702,1266,519
2962,-2816,1174,444
2963,-2816,1174,444
2964,-2816,1174,444
2965,-2816,1174,444
2966,-2898,1064,378
2967,-2898,1064,378
2968,-2898,1064,378
2969,-2898,1064,378
2970,-2898,1064,378
2971,-2863,964,313
2972,-2863,964,313
2973,-2863,964,313
2974,-2863,964,313
2975,-2863,964,313
2976,-2697,914,274
2977,-2697,914,274
2978,-2697,914,274
2979,-2697,914,274
2980,-2451,870,214
2981,-2451,870,214
2982,-2451,870,214
2983,-2451,870,214
2984,-2451,870,214
2985,-2238,777,135
2986,-2238,777,135
2987,-2238,777,135
2988,-2238,777,135
2989,-2238,777,135
2990,-2116,639,64
2991,-2116,639,64
2992,-2116,639,64
2993,-2116,639,64
2994,-2116,639,64
2995,-2030,494,3
2996,-2030,494,3
2997,-2030,494,3
2998,-2030,494,3
2999,-2030,494,3
3000,-1944,388,-19
3001,-1944,388,-19
3002,-1944,388,-19
3003,-1944,388,-19
3004,-1944,388,-34
3005,-1877,344,-34
3006,-1877,344,-34
3007,-1877,344,-34
3008,-1877,344,-34
3009,-1823,340,-80
3010,-1823,340,-80
3011,-1823,340,-80
3012,-1823,340,-80
3013,-1823,340,-80
3014,-1746,337,-123
3015,-1746,337,-123
3016,-1746,337,-123
3017,-1746,337,-123
3018,-1746,337,-139
3019,-1647,312,-139
3020,-1647,312,-139
3021,-1647,312,-139
3022,-1647,312,-139
3023,-1509,262,-121
3024,-1509,262,-121
3025,-1509,262,-121
3026,-1509,262,-121
3027,-1509,262,-121
3028,-1353,211,-99
3029,-1353,211,-99
3030,-1353,211,-99
3031,-1353,211,-99
3032,-1184,179,-76
3033,-1184,179,-76
3034,-1184,179,-76
3035,-1184,179,-76
3036,-1184,179,-76
3037,-980,209,-66
3038,-980,209,-66
3039,-980,209,-66
3040,-980,209,-66
3041,-980,209,-66
3042,-824,274,-113
3043,-824,274,-113
3044,-824,274,-113
3045,-824,274,-113
3046,-824,274,-113
3047,-830,282,-194
3048,-830,282,-194
3049,-830,282,-194
3050,-830,282,-194
3051,-926,207,-307
3052,-926,207,-307
3053,-926,207,-307
3054,-926,207,-307
3055,-926,207,-307
3056,-1012,117,-387
3057,-1012,117,-387
3058,-1012,117,-387
3059,-1012,117,-387
3060,-1012,117,-387
3061,-1008,55,-418
3062,-1008,55,-418
3063,-1008,55,-418
3064,-1008,55,-418
3065,-874,16,-405
3066,-874,16,-405
3067,-874,16,-405
3068,-874,16,-405
3069,-874,16,-405
3070,-623,17,-347
3071,-623,17,-347
3072,-623,17,-347
3073,-623,17,-347
3074,-623,17,-347
3075,-273,44,-297
3076,-273,44,-297
3077,-273,44,-297
3078,-273,44,-297
3079,-273,44,-297
3080,80,47,-317
3081,80,47,-317
3082,80,47,-317
3083,80,47,-317
3084,80,47,-317
3085,250,1,-403
3086,250,1,-403
3087,250,1,-403
3088,250,1,-403
3089,250,1,-403
3090,250,1,-403
3091,95,-157,-526
3092,95,-157,-526
3093,95,-157,-526
3094,95,-157,-526
3095,95,-157,-526
3096,-314,-410,-690
3097,-314,-410,-690
3098,-314,-410,-690
3099,-314,-410,-690
3100,-674,-581,-861
3101,-674,-581,-861
3102,-674,-581,-861
3103,-674,-581,-861
3104,-674,-581,-861
3105,-776,-575,-933
3106,-776,-575,-933
3107,-776,-575,-933
3108,-776,-575,-933
3109,-607,-451,-884
3110,-607,-451,-884
3111,-607,-451,-884
3112,-607,-451,-884
3113,-607,-451,-884
3114,-256,-270,-764
3115,-256,-270,-764
3116,-256,-270,-764
3117,-256,-270,-764
3118,-256,-14,-613
3119,159,-75,-613
3120,159,-75,-613
3121,159,-75,-613
3122,159,-75,-613
3123,528,81,-480
3124,528,81,-480
3125,528,81,-480
3126,528,81,-480
3127,528,81,-480
3128,528,179,-402
3129,742,179,-402
3130,742,179,-402
3131,742,179,-402
3132,742,179,-402
3133,788,239,-376
3134,788,239,-376
3135,788,239,-376
3136,788,239,-376
3137,788,239,-376
3138,735,316,-368
3139,735,316,-368
3140,735,316,-368
3141,735,316,-368
3142,735,316,-368
3143,615,411,-403
3144,615,411,-403
3145,615,411,-403
3146,615,411,-403
3147,615,411,-403
3148,384,471,-475
3149,384,471,-475
3150,384,471,-475
3151,384,471,-475
3152,384,471,-475
3153,93,427,-585
3154,93,427,-585
3155,93,427,-585
3156,93,427,-585
3157,93,427,-585
3158,-71,319,-694
3159,-71,319,-694
3160,-71,319,-694
3161,-71,319,-694
3162,-71,319,-694
3163,-66,220,-745
3164,-66,220,-745
3165,-66,220,-745
3166,-66,220,-745
3167,-66,220,-745
3168,56,154,-765
3169,56,154,-765
3170,56,154,-765
3171,56,154,-765
3172,56,154,-765
3173,243,86,-800
3174,243,86,-800
3175,243,86,-800
3176,243,86,-800
3177,243,86,-800
3178,373,-19,-841
3179,373,-19,-841
3180,373,-19,-841
3181,373,-19,-841
3182,373,-19,-841
3183,367,-116,-874
3184,367,-116,-874
3185,367,-116,-874
3186,367,-116,-874
3187,367,-116,-874
3188,255,-157,-875
3189,255,-157,-875
3190,255,-157,-875
3191,255,-157,-875
3192,255,-120,-787
3193,115,-120,-787
3194,115,-120,-787
3195,115,-120,-787
3196,115,-120,-787
3197,42,25,-644
3198,42,25,-644
3199,42,25,-644
3200,42,25,-644
3201,42,25,-644
3202,42,269,-518
3203,122,269,-518
3204,122,269,-518
3205,122,269,-518
3206,122,269,-518
3207,293,539,-412
3208,293,539,-412
3209,293,539,-412
3210,293,539,-412
3211,293,539,-412
3212,415,676,-347
3213,415,676,-347
3214,415,676,-347
3215,415,676,-347
3216,415,676,-347
3217,475,608,-322
3218,475,608,-322
3219,475,608,-322
3220,475,608,-322
3221,475,608,-322
3222,556,441,-304
3223,556,441,-304
3224,556,441,-304
3225,556,441,-304
3226,556,441,-304
3227,583,284,-310
3228,583,284,-310
3229,583,284,-310
3230,583,284,-310
3231,583,284,-310
3232,415,101,-250
3233,415,101,-250
3234,415,101,-250
3235,415,101,-250
3236,415,101,-250
3237,75,-12,-145
3238,75,-12,-145
3239,75,-12,-145
3240,75,-12,-145
3241,75,-12,-145
3242,-137,81,-76
3243,-137,81,-76
3244,-137,81,-76
3245,-137,81,-76
3246,-137,81,-76
3247,-4,338,-14
3248,-4,338,-14
3249,-4,338,-14
3250,-4,338,-14
3251,-4,338,-14
3252,450,585,69
3253,450,585,69
3254,450,585,69
3255,450,585,69
3256,450,585,69
3257,450,585,69
3258,1016,634,173
3259,1016,634,173
3260,1016,634,173
3261,1016,634,173
3262,1016,634,173
3263,1459,499,256
3264,1459,499,256
3265,1459,499,256
3266,1459,499,256
3267,1459,499,300
3268,1597,350,300
3269,1597,350,300
3270,1597,350,300
3271,1597,350,300
3272,1447,272,288
3273,1447,272,288
3274,1447,272,288
3275,1447,272,288
3276,1447,272,288
3277,1173,196,246
3278,1173,196,246
3279,1173,196,246
3280,1173,196,246
3281,1173,196,246
3282,901,125,202
3283,901,125,202
3284,901,125,202
3285,901,125,202
3286,901,125,202
3287,741,156,195
3288,741,156,195
3289,741,156,195
3290,741,156,195
3291,741,156,195
3292,741,296,255
3293,740,296,255
3294,740,296,255
3295,740,296,255
3296,740,296,255
3297,740,296,298
3298,711,418,298
3299,711,418,298
3300,711,418,298
3301,711,418,298
3302,711,418,298
3303,485,380,219
3304,485,380,219
3305,485,380,219
3306,485,380,219
3307,485,380,219
3308,200,142,47
3309,200,142,47
3310,200,142,47
3311,200,142,47
3312,200,142,47
3313,45,-153,-120
3314,45,-153,-120
3315,45,-153,-120
3316,45,-153,-120
3317,45,-153,-120
3318,-8,-360,-179
3319,-8,-360,-179
3320,-8,-360,-179
3321,-8,-360,-179
3322,-8,-360,-179
3323,-63,-392,-106
3324,-63,-392,-106
3325,-63,-392,-106
3326,-63,-392,-106
3327,-63,-392,-106
3328,-104,-246,30
3329,-104,-246,30
3330,-104,-246,30
3331,-104,-246,30
3332,-104,10,145
3333,-94,-2,145
3334,-94,-2,145
3335,-94,-2,145
3336,-94,-2,145
3337,-94,-2,145
3338,-70,175,209
3339,-70,175,209
3340,-70,175,209
3341,-70,175,209
3342,-70,175,209
3343,-27,205,221
3344,-27,205,221
3345,-27,205,221
3346,-27,205,221
3347,-27,205,221
3348,55,83,204
3349,55,83,204
3350,55,83,204
3351,55,83,204
3352,55,83,204
3353,55,83,149
3354,176,-148,149
3355,176,-148,149
3356,176,-148,149
3357,176,-148,149
3358,176,-148,80
3359,233,-330,80
3360,233,-330,80
3361,233,-330,80
3362,233,-330,80
3363,233,-330,80
3364,240,-342,23
3365,240,-342,23
3366,240,-342,23
3367,240,-342,23
3368,240,-342,23
3369,205,-206,36
3370,205,-206,36
3371,205,-206,36
3372,205,-206,36
3373,205,-206,36
3374,139,-15,131
3375,139,-15,131
3376,139,-15,131
3377,139,-15,131
3378,139,-15,131
3379,39,85,269
3380,39,85,269
3381,39,85,269
3382,39,85,269
3383,39,85,269
3384,39,85,456
3385,-86,106,456
3386,-86,106,456
3387,-86,106,456
3388,-86,106,456
3389,-86,106,456
3390,-76,55,637
3391,-76,55,637
3392,-76,55,637
3393,-76,55,637
3394,-76,55,637
3395,115,-45,741
3396,115,-45,741
3397,115,-45,741
3398,115,-45,741
3399,115,-45,741
3400,277,-116,803
3401,277,-116,803
3402,277,-116,803
3403,277,-116,803
3404,277,-116,803
3405,322,-59,879
3406,322,-59,879
3407,322,-59,879
3408,322,-59,879
3409,322,-59,879
3410,274,74,971
3411,274,74,971
3412,274,74,971
3413,274,74,971
3414,274,74,971
3415,138,186,1087
3416,138,186,1087
3417,138,186,1087
3418,138,186,1087
3419,138,186,1087
3420,-30,207,1154
3421,-30,207,1154
3422,-30,207,1154
3423,-30,207,1154
3424,-30,207,1154
3425,-155,128,1099
3426,-155,128,1099
3427,-155,128,1099
3428,-155,128,1099
3429,-155,128,1099
3430,-213,-40,940
3431,-213,-40,940
3432,-213,-40,940
3433,-213,-40,940
3434,-213,-40,940
3435,-188,-266,718
3436,-188,-266,718
3437,-188,-266,718
3438,-188,-266,718
3439,-188,-266,462
3440,-130,-479,483
3441,-130,-479,483
3442,-130,-479,483
3443,-130,-479,483
3444,-113,-545,317
3445,-113,-545,317
3446,-113,-545,317
3447,-113,-545,317
3448,-113,-545,317
3449,-79,-395,275
3450,-79,-395,275
3451,-79,-395,275
3452,-79,-395,275
3453,-79,-395,275
3454,7,-143,310
3455,7,-143,310
3456,7,-143,310
3457,7,-143,310
3458,7,-143,310
3459,23,6,344
3460,23,6,344
3461,23,6,344
3462,23,6,344
3463,23,6,344
3464,23,6,344
3465,-98,-50,353
3466,-98,-50,353
3467,-98,-50,353
3468,-98,-50,353
3469,-98,-50,353
3470,-227,-226,311
3471,-227,-226,311
3472,-227,-226,311
3473,-227,-226,311
3474,-227,-226,311
3475,-261,-349,241
3476,-261,-349,241
3477,-261,-349,241
3478,-261,-349,241
3479,-261,-349,241
3480,-235,-291,178
3481,-235,-291,178
3482,-235,-291,178
3483,-235,-291,178
3484,-181,-70,89
3485,-181,-70,89
3486,-181,-70,89
3487,-181,-70,89
3488,-181,-70,89
3489,-177,170,-3
3490,-177,170,-3
3491,-177,170,-3
3492,-177,170,-3
3493,-177,170,-3
3494,-177,170,47
3495,-248,323,47
3496,-248,323,47
3497,-248,323,47
3498,-248,323,47
3499,-248,323,47
3500,-357,272,215
3501,-357,272,215
3502,-357,272,215
3503,-357,272,215
3504,-357,272,369
3505,-421,40,369
3506,-421,40,369
3507,-421,40,369
3508,-421,40,369
3509,-421,40,369
3510,-323,-259,393
3511,-323,-259,393
3512,-323,-259,393
3513,-323,-259,393
3514,-29,-469,280
3515,-29,-469,280
3516,-29,-469,280
3517,-29,-469,280
3518,-29,-469,280
3519,305,-532,85
3520,305,-532,85
3521,305,-532,85
3522,305,-532,85
3523,305,-532,85
3524,458,-574,-152
3525,458,-574,-152
3526,458,-574,-152
3527,458,-574,-152
3528,458,-574,-152
3529,308,-596,-296
3530,308,-596,-296
3531,308,-596,-296
3532,308,-596,-296
3533,308,-596,-296
3534,12,-511,-307
3535,12,-511,-307
3536,12,-511,-307
3537,12,-511,-307
3538,12,-511,-307
3539,-186,-324,-227
3540,-186,-324,-227
3541,-186,-324,-227
3542,-186,-324,-227
3543,-224,-130,-91
3544,-224,-130,-91
3545,-224,-130,-91
3546,-224,-130,-91
3547,-224,-130,-91
3548,-92,-19,58
3549,-92,-19,58
3550,-92,-19,58
3551,-92,-19,58
3552,-92,-19,58
3553,173,28,169
3554,173,28,169
3555,173,28,169
3556,173,28,169
3557,173,28,169
3558,173,28,169
3559,495,47,194
3560,495,47,194
3561,495,47,194
3562,495,47,194
3563,495,47,194
3564,749,48,143
3565,749,48,143
3566,749,48,143
3567,749,48,143
3568,749,48,143
3569,838,42,68
3570,838,42,68
3571,838,42,68
3572,838,42,68
3573,838,42,68
3574,838,42,68
3575,777,-5,-1
3576,777,-5,-1
3577,777,-5,-1
3578,777,-5,-1
3579,777,-5,-1
3580,611,-108,-30
3581,611,-108,-30
3582,611,-108,-30
3583,611,-108,-30
3584,611,-108,-30
3585,419,-239,-13
3586,419,-239,-13
3587,419,-239,-13
3588,419,-239,-13
3589,419,-239,-13
3590,335,-336,42
3591,335,-336,42
3592,335,-336,42
3593,335,-336,42
3594,335,-336,42
3595,457,-343,65
3596,457,-343,65
3597,457,-343,65
3598,457,-343,65
3599,457,-343,65
3600,716,-243,45
3601,716,-243,45
3602,716,-243,45
3603,716,-243,45
3604,716,-243,45
3605,716,13,51
3606,994,-66,51
3607,994,-66,51
3608,994,-66,51
3609,994,-66,51
3610,994,-66,51
3611,1153,109,79
3612,1153,109,79
3613,1153,109,79
3614,1153,109,79
3615,1153,109,79
3616,1156,235,134
3617,1156,235,134
3618,1156,235,134
3619,1156,235,134
3620,1156,235,134
3621,1076,289,183
3622,1076,289,183
3623,1076,289,183
3624,1076,289,183
3625,1076,289,183
3626,928,266,232
3627,928,266,232
3628,928,266,232
3629,928,266,232
3630,928,266,232
3631,675,177,239
3632,675,177,239
3633,675,177,239
3634,675,177,239
3635,675,177,239
3636,448,60,114
3637,448,60,114
3638,448,60,114
3639,448,60,114
3640,448,60,114
3641,414,3,-60
3642,414,3,-60
3643,414,3,-60
3644,414,3,-60
3645,414,3,-60
3646,414,3,-60
3647,571,28,-179
3648,571,28,-179
3649,571,28,-179
3650,571,28,-179
3651,571,28,-179
3652,787,51,-219
3653,787,51,-219
3654,787,51,-219
3655,787,51,-219
3656,787,51,-219
3657,938,53,-162
3658,938,53,-162
3659,938,53,-162
3660,938,53,-162
3661,938,53,-162
3662,1073,47,-34
3663,1073,47,-34
3664,1073,47,-34
3665,1073,47,-34
3666,1073,47,-34
3667,1086,68,76
3668,1086,68,76
3669,1086,68,76
3670,1086,68,76
3671,1086,68,76
3672,1086,68,76
3673,840,144,186
3674,840,144,186
3675,840,144,186
3676,840,144,186
3677,840,144,186
3678,425,223,239
3679,425,223,239
3680,425,223,239
3681,425,223,239
3682,425,223,239
3683,60,228,71
3684,60,228,71
3685,60,228,71
3686,60,228,71
3687,60,228,71
3688,-100,161,-247
3689,-100,161,-247
3690,-100,161,-247
3691,-100,161,-247
3692,-100,161,-247
3693,-42,55,-504
3694,-42,55,-504
3695,-42,55,-504
3696,-42,55,-504
3697,-42,55,-504
3698,87,21,-576
3699,87,21,-576
3700,87,21,-576
3701,87,21,-576
3702,87,21,-576
3703,87,277,-445
3704,176,35,-445
3705,176,35,-445
3706,176,35,-445
3707,176,35,-445
3708,176,35,-189
3709,174,78,-228
3710,174,78,-228
3711,174,78,-228
3712,174,78,-228
3713,174,78,-228
3714,132,164,-50
3715,132,164,-50
3716,132,164,-50
3717,132,164,-50
3718,132,164,-50
3719,81,215,17
3720,81,215,17
3721,81,215,17
3722,81,215,17
3723,81,215,17
3724,51,178,-5
3725,51,178,-5
3726,51,178,-5
3727,51,178,-5
3728,51,178,-5
3729,51,178,-5
3730,64,61,-76
3731,64,61,-76
3732,64,61,-76
3733,64,61,-76
3734,64,61,-76
3735,110,-77,-186
3736,110,-77,-186
3737,110,-77,-186
3738,110,-77,-186
3739,110,-77,-186
3740,110,-214,-287
3741,110,-214,-287
3742,110,-214,-287
3743,110,-214,-287
3744,110,-214,-287
3745,52,-315,-318
3746,52,-315,-318
3747,52,-315,-318
3748,52,-315,-318
3749,52,-315,-318
3750,68,-343,-284
3751,68,-343,-284
3752,68,-343,-284
3753,68,-343,-284
3754,68,-343,-284
3755,208,-297,-245
3756,208,-297,-245
3757,208,-297,-245
3758,208,-297,-245
3759,208,-297,-227
3760,381,-243,-227
3761,381,-243,-227
3762,381,-243,-227
3763,381,-243,-227
3764,446,-233,-224
3765,446,-233,-224
3766,446,-233,-224
3767,446,-233,-224
3768,446,-233,-224
3769,373,-244,-241
3770,373,-244,-241
3771,373,-244,-241
3772,373,-244,-241
3773,373,-244,-241
3774,233,-282,-254
3775,233,-282,-254
3776,233,-282,-254
3777,233,-282,-254
3778,233,-349,-267
3779,84,-349,-267
3780,84,-349,-267
3781,84,-349,-267
3782,84,-349,-267
3783,-23,-433,-250
3784,-23,-433,-250
3785,-23,-433,-250
3786,-23,-433,-250
3787,-23,-433,-250
3788,-29,-489,-176
3789,-29,-489,-176
3790,-29,-489,-176
3791,-29,-489,-176
3792,-29,-489,-176
3793,87,-471,-69
3794,87,-471,-69
3795,87,-471,-69
3796,87,-471,-69
3797,87,-471,-69
3798,297,-349,34
3799,297,-349,34
3800,297,-349,34
3801,297,-349,34
3802,297,-349,34
3803,542,-169,94
3804,542,-169,94
3805,542,-169,94
3806,542,-169,94
3807,542,-169,94
3808,775,-36,76
3809,775,-36,76
3810,775,-36,76
3811,775,-36,76
3812,775,-36,76
3813,949,-12,1
3814,949,-12,1
3815,949,-12,1
3816,949,-12,1
3817,949,-12,1
3818,949,-12,1
3819,1065,-104,-103
3820,1065,-104,-103
3821,1065,-104,-103
3822,1065,-104,-103
3823,1065,-104,-230
3824,1137,-270,-230
3825,1137,-270,-230
3826,1137,-270,-230
3827,1137,-270,-230
3828,1241,-468,-368
3829,1241,-468,-368
3830,1241,-468,-368
3831,1241,-468,-368
3832,1241,-468,-368
3833,1414,-681,-488
3834,1414,-681,-488
3835,1414,-681,-488
3836,1414,-681,-488
3837,1622,-895,-539
3838,1622,-895,-539
3839,1622,-895,-539
3840,1622,-895,-539
3841,1622,-895,-539
3842,1843,-1042,-501
3843,1843,-1042,-501
3844,1843,-1042,-501
3845,1843,-1042,-501
3846,2075,-1061,-408
3847,2075,-1061,-408
3848,2075,-1061,-408
3849,2075,-1061,-408
3850,2075,-1061,-265
3851,2313,-875,-265
3852,2313,-875,-265
3853,2313,-875,-265
3854,2313,-875,-265
3855,2540,-556,-78
3856,2540,-556,-78
3857,2540,-556,-78
3858,2540,-556,-78
3859,2540,-556,-78
3860,2736,-349,71
3861,2736,-349,71
3862,2736,-349,71
3863,2736,-349,71
3864,2736,-349,71
3865,2884,-344,143
3866,2884,-344,143
3867,2884,-344,143
3868,2884,-344,143
3869,2956,-455,192
3870,2956,-455,192
3871,2956,-455,192
3872,2956,-455,192
3873,2956,-455,192
3874,2918,-666,201
3875,2918,-666,201
3876,2918,-666,201
3877,2918,-666,201
3878,2918,-666,201
3879,2723,-870,169
3880,2723,-870,169
3881,2723,-870,169
3882,2723,-870,169
3883,2723,-870,66
3884,2383,-882,66
3885,2383,-882,66
3886,2383,-882,66
3887,2383,-882,66
3888,2062,-747,-101
3889,2062,-747,-101
3890,2062,-747,-101
3891,2062,-747,-101
3892,2062,-747,-101
3893,1816,-576,-220
3894,1816,-576,-220
3895,1816,-576,-220
3896,1816,-576,-220
3897,1816,-576,-200
3898,1657,-490,-200
3899,1657,-490,-200
3900,1657,-490,-200
3901,1657,-490,-200
3902,1595,-514,-89
3903,1595,-514,-89
3904,1595,-514,-89
3905,1595,-514,-89
3906,1595,-514,-89
3907,1617,-527,-2
3908,1617,-527,-2
3909,1617,-527,-2
3910,1617,-527,-2
3911,1617,-527,-2
3912,1746,-462,36
3913,1746,-462,36
3914,1746,-462,36
3915,1746,-462,36
3916,1746,-462,67
3917,1874,-411,67
3918,1874,-411,67
3919,1874,-411,67
3920,1874,-411,67
3921,1874,-346,60
3922,1888,-346,60
3923,1888,-346,60
3924,1888,-346,60
3925,1888,-346,60
3926,1768,-297,-31
3927,1768,-297,-31
3928,1768,-297,-31
3929,1768,-297,-31
3930,1768,-297,-31
3931,1550,-336,-172
3932,1550,-336,-172
3933,1550,-336,-172
3934,1550,-336,-172
3935,1550,-336,-172
3936,1326,-499,-325
3937,1326,-499,-325
3938,1326,-499,-325
3939,1326,-499,-325
3940,1174,-729,-456
3941,1174,-729,-456
3942,1174,-729,-456
3943,1174,-729,-456
3944,1174,-729,-456
3945,1215,-826,-466
3946,1215,-826,-466
3947,1215,-826,-466
3948,1215,-826,-466
3949,1438,-761,-339
3950,1438,-761,-339
3951,1438,-761,-339
3952,1438,-761,-339
3953,1438,-761,-339
3954,1793,-523,-103
3955,1793,-523,-103
3956,1793,-523,-103
3957,1793,-523,-103
3958,2104,-182,143
3959,2104,-182,143
3960,2104,-182,143
3961,2104,-182,143
3962,2104,-182,143
3963,2139,31,329
3964,2139,31,329
3965,2139,31,329
3966,2139,31,329
3967,2139,31,329
3968,1925,4,366
3969,1925,4,366
3970,1925,4,366
3971,1925,4,366
3972,1925,4,366
3973,1669,-194,250
3974,1555,-194,250
3975,1555,-194,250
3976,1555,-194,250
3977,1555,-194,250
3978,1157,-471,38
3979,1157,-471,38
3980,1157,-471,38
3981,1157,-471,38
3982,1157,-471,38
3983,869,-782,-132
3984,869,-782,-132
3985,869,-782,-132
3986,869,-782,-132
3987,869,-782,-132
3988,731,-1021,-140
3989,731,-1021,-140
3990,731,-1021,-140
3991,731,-1021,-140
3992,683,-1062,-31
3993,683,-1062,-31
3994,683,-1062,-31
3995,683,-1062,-31
3996,683,-1062,-31
3997,661,-803,91
3998,661,-803,91
3999,661,-803,91
4000,661,-803,91
4001,661,-803,91
4002,637,-462,198
4003,637,-462,198
4004,637,-462,198
4005,637,-462,198
4006,637,-462,198
4007,616,-121,282
4008,616,-121,282
4009,616,-121,282
4010,616,-121,282
4011,616,-121,282
4012,604,73,336
4013,604,73,336
4014,604,73,336
4015,604,73,336
4016,604,73,336
4017,580,36,303
4018,580,36,303
4019,580,36,303
4020,580,36,303
4021,580,36,303
4022,580,36,218
4023,559,-170,218
4024,559,-170,218
4025,559,-170,218
4026,559,-170,218
4027,559,-170,119
4028,578,-457,119
4029,578,-457,119
4030,578,-457,119
4031,578,-457,119
4032,578,-679,29
